Movie Title,Year,Length (min),Av. Rating (0-5)
American Pop,1981,93,3.1504
Arthur,1981,79,3.4652
Banana Joe,1981,94,3.113
Blood Beach,1981,98,2.7386
Blow Out,1981,103,2.6084
Body Heat,1981,86,3.0495
Bustin' Loose,1981,86,2.6932
Carnival Magic,1981,102,3.5574
Caveman,1981,77,2.9791
Chariots of Fire,1981,78,1.173
Clash of the Titans,1981,87,2.8403
Condorman,1981,88,3.0853
Continental Divide,1981,77,2.0015
Cutter's Way,1981,86,3.4402
Diva,1981,84,3.8581
Dragonslayer,1981,81,1.3278
Escape from New York,1981,77,1.4308
Excalibur,1981,99,1.4256
First Monday in October,1981,84,2.8581
For Your Eyes Only,1981,88,3.6837
Friday the 13th Part 2,1981,104,2.8587
Gallipoli,1981,99,1.946
Ghost Story,1981,97,3.8222
Gregory's Girl,1981,89,1.0157
Halloween II,1981,79,2.1239
Happy Birthday to Me,1981,102,3.3906
Heavy Metal,1981,88,3.6097
Hell Night,1981,90,3.0595
History of the World: Part I,1981,99,2.9937
Le Maître d'école,1981,77,3.8756
Looker,1981,86,3.6172
Madly in Love,1981,85,1.6884
Masked Avengers,1981,94,2.0333
Mephisto,1981,91,1.1505
Modern Problems,1981,91,3.4183
Mommie Dearest,1981,85,3.7053
My Bloody Valentine,1981,98,1.8434
My Dinner with André,1981,103,3.4133
Neighbors,1981,92,3.7434
Nighthawks,1981,81,2.7623
On Golden Pond,1981,105,2.3023
Outland,1981,88,1.9422
Piranha II: The Spawning,1981,96,3.2206
Polyester,1981,88,3.2808
Ragtime,1981,80,1.3065
Reds,1981,78,2.3443
Scanners,1981,87,1.4211
Stripes,1981,79,3.4485
Take This Job and Shove It,1981,89,1.783
Taps,1981,88,2.8104
The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles,1981,76,3.1442
Thief,1981,88,3.4989
Time Bandits,1981,104,3.6929
Under the Rainbow,1981,105,1.0501
48 Hrs.,1982,81,1.6539
Airplane II: The Sequel,1982,84,3.4706
Amityville II: The Possession,1982,103,3.063
Android,1982,94,1.9035
Annie,1982,86,1.9242
Basket Case,1982,100,1.9751
Blade Runner,1982,81,2.2201
Burden of Dreams,1982,97,3.4239
Cat People,1982,94,2.2233
Class Reunion,1982,91,2.0621
Conan the Barbarian,1982,100,3.0093
Creepshow,1982,85,3.7346
Dead Men Don't Wear Plaid,1982,77,3.6637
Death Wish 2,1982,98,2.4536
Deathtrap,1982,104,3.835
Diner,1982,78,3.2008
E.T. the Extra-Terrestrial,1982,96,2.0726
Fast Times at Ridgemont High,1982,105,3.0556
Firefox,1982,94,2.4446
Fitzcarraldo,1982,93,2.9864
Five Element Ninjas,1982,89,2.4672
Frances,1982,98,2.873
Friday the 13th Part 3: 3D,1982,98,2.4778
Gandhi,1982,99,2.0783
Grease 2,1982,101,1.3601
Halloween III: Season of the Witch,1982,80,1.2387
It Came from Hollywood,1982,84,1.2216
Kiss Me Goodbye,1982,91,3.5039
Missing,1982,87,2.3547
Monty Python Live at the Hollywood Bowl,1982,104,2.4086
My Favorite Year,1982,80,1.5569
Night Shift,1982,102,2.9087
Paradise,1982,91,3.0388
Parasite,1982,95,2.7552
Pink Floyd: The Wall,1982,106,2.448
Poltergeist,1982,99,2.6972
Porky's,1982,77,2.4891
Richard Pryor Live on the Sunset Strip,1982,84,0.9546
Rocky III,1982,102,1.4557
Savannah Smiles,1982,82,2.4176
Smiley's People,1982,89,3.5766
Sophie's Choice,1982,77,1.9914
Star Trek II: The Wrath of Khan,1982,77,1.2899
Swamp Thing,1982,93,2.6385
Tenebre,1982,103,3.2098
Tex,1982,102,3.8519
The Magic Ring,1982,101,2.5058
There Once Was a Dog,1982,82,3.7883
Tootsie,1982,82,3.4066
Trail of the Pink Panther,1982,90,1.7127
Tron,1982,103,1.939
Venom,1982,105,2.1056
Victor/Victoria,1982,84,3.6328
White Dog,1982,80,2.8556
Young Doctors in Love,1982,102,1.9621
Zapped!,1982,77,3.3004
All the Right Moves,1983,87,3.4068
Amityville 3-D,1983,86,3.1038
Angst ,1983,78,1.5644
Blue Thunder,1983,78,2.6075
BMX Bandits,1983,101,3.0891
Brainstorm,1983,77,3.4247
Breathless,1983,89,1.4608
Christine,1983,86,1.521
Class,1983,105,2.0109
Cujo,1983,79,2.1434
Easy Money,1983,104,2.6826
Eddie and the Cruisers,1983,91,0.9875
Eddie Murphy Delirious,1983,92,1.8799
Educating Rita,1983,79,1.0325
Fire and Ice,1983,99,1.3601
Flashdance,1983,106,2.2859
Gorky Park,1983,102,2.2766
Jaws 3-D,1983,92,2.7313
Krull,1983,86,3.4517
Last Year's Snow Was Falling,1983,87,2.703
Local Hero,1983,106,2.0402
Losin' It,1983,87,1.9619
Max Dugan Returns,1983,90,1.3833
Michael Jackson's Thriller,1983,101,3.546
Microwave Massacre,1983,97,3.7133
Monty Python's The Meaning of Life,1983,79,2.8609
Mortuary,1983,103,2.4709
Mr. Mom,1983,78,1.3661
My Tutor,1983,91,1.4968
National Lampoon's Vacation,1983,88,3.6769
Never Cry Wolf,1983,80,2.6622
Never Say Never Again,1983,104,2.8704
Octopussy,1983,104,1.9297
Porky's II: The Next Day,1983,87,1.708
Private School,1983,95,1.8784
Psycho II,1983,102,2.9474
Risky Business,1983,88,1.5366
Scarface,1983,79,1.8859
Silkwood,1983,93,1.6762
Sleepaway Camp,1983,100,3.9459
Smokey and the Bandit III,1983,102,3.8375
Something Wicked This Way Comes,1983,86,2.203
Spacehunter: Adventures in the Forbidden Zone,1983,99,3.1607
Star Wars: Episode VI - Return of the Jedi,1983,105,2.6944
Staying Alive,1983,104,2.198
Strange Brew,1983,90,2.004
Style Wars,1983,79,2.8291
Sudden Impact,1983,83,3.5022
Superman III,1983,93,0.9846
Tender Mercies,1983,105,2.3408
Terms of Endearment,1983,80,1.2178
The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra,1983,83,2.4127
The Hunger,1983,87,1.3082
The Professional: Golgo 13,1983,103,0.9982
Trading Places,1983,81,1.5943
Travels of an Ant,1983,86,2.2036
Twilight Zone: The Movie,1983,96,3.3063
Uncommon Valor,1983,101,2.0259
Valley Girl,1983,100,2.2552
Videodrome,1983,105,3.1926
WarGames,1983,102,3.4648
Wow! A Talking Fish!,1983,86,2.3625
Yentl,1983,91,2.0917
Zelig,1983,81,2.8252
2010: The Year We Make Contact,1984,104,3.5396
Against All Odds,1984,107,2.2969
All of Me,1984,79,1.0121
Amadeus,1984,91,3.5213
Bachelor Party,1984,85,1.5123
Beat Street,1984,101,2.3344
Best Defense,1984,81,1.3826
Beverly Hills Cop,1984,107,3.6103
Birdy,1984,96,3.8591
Blame It on Rio,1984,105,2.1788
Blind Date,1984,99,2.1922
Blood Simple,1984,93,3.1965
Body Double,1984,83,2.898
Boy Meets Girl,1984,80,1.841
Breakin',1984,78,2.6733
Breakin' 2: Electric Boogaloo,1984,98,2.51
Broadway Danny Rose,1984,79,1.9218
Cannonball Run II,1984,87,2.5495
Cheech & Chong's The Corsican Brothers,1984,78,2.263
Children of the Corn,1984,104,3.5464
City Heat,1984,105,2.7899
Cloak & Dagger,1984,99,1.403
Conan the Destroyer,1984,83,2.362
Dreamscape,1984,106,3.3697
Dune,1984,79,2.6293
Firestarter,1984,101,3.6076
Footloose,1984,94,1.7062
Formula of Love,1984,80,3.7183
Frankenstein 90,1984,99,1.3734
Friday the 13th Part IV: The Final Chapter,1984,99,1.3691
Gremlins,1984,85,2.7076
Hot Dog... The Movie,1984,89,3.0438
Indiana Jones and the Temple of Doom,1984,103,2.782
Johnny Dangerously,1984,80,2.3807
Making the Grade,1984,86,1.857
Meantime,1984,90,2.6773
Meatballs Part II,1984,86,3.1499
Missing in Action,1984,105,3.6312
Moscow on the Hudson,1984,86,3.2936
Night of the Comet,1984,94,1.1583
No Small Affair,1984,86,2.5536
Once Upon a Time in America,1984,80,1.1513
Places in the Heart,1984,78,1.6707
Police Academy,1984,96,3.5063
Protocol,1984,90,1.7174
Purple Rain,1984,79,3.1122
Red Dawn,1984,104,1.8861
Repo Man,1984,93,3.3578
Revenge of the Nerds,1984,88,1.7358
Romancing the Stone,1984,92,3.3977
Runaway,1984,100,3.1974
Sheena,1984,101,2.7021
Sixteen Candles,1984,102,2.7433
Splash,1984,90,2.3373
Star Trek III: The Search for Spock,1984,93,2.9344
Starman,1984,103,2.0606
Stop Making Sense,1984,93,3.7126
Stranger Than Paradise,1984,83,3.9165
Supergirl,1984,100,1.3492
This Is Spinal Tap,1984,101,1.6665
Tightrope,1984,104,3.1323
Top Secret!,1984,84,1.3513
Winter in Prostokvashino,1984,105,2.9808
Wolf and Calf,1984,88,2.3602
28 Up,1985,88,1.4213
After Hours,1985,101,2.1998
Agnes of God,1985,81,3.7019
American Flyers,1985,103,1.4677
American Ninja,1985,87,3.9324
Anne of Green Gables,1985,78,1.982
Antonio Gaudí,1985,94,3.9566
Baby... Secret of the Lost Legend,1985,94,3.6952
Back to the Future,1985,83,1.0412
Better Off Dead...,1985,86,1.9362
Brazil,1985,105,2.7204
Brewster's Millions,1985,79,3.7524
Cat's Eye,1985,102,1.2516
Clue,1985,99,1.0866
Cocoon,1985,89,4.0322
Commando,1985,78,2.0623
Crimewave,1985,89,3.9309
D.A.R.Y.L.,1985,105,1.2316
Day of the Dead,1985,79,3.0762
Death of a Salesman,1985,90,3.4726
Death Wish 3,1985,90,3.47
Desert Hearts,1985,98,1.2392
Desperately Seeking Susan,1985,85,3.8688
Enemy Mine,1985,91,3.4224
Ewoks: The Battle for Endor,1985,79,3.209
Explorers,1985,82,1.328
Faces of Death 3,1985,81,3.6812
Fandango,1985,99,2.0436
Flesh & Blood,1985,84,3.9288
Fletch,1985,88,2.0746
Fracchia contro Dracula,1985,97,2.9343
Fraternity Vacation,1985,101,2.5176
Friday the 13th Part V: A New Beginning,1985,106,1.3456
Fright Night,1985,83,1.9963
Girls Just Want to Have Fun,1985,91,1.7635
Gotcha!,1985,98,1.9605
Howling II: Your Sister Is a Werewolf,1985,94,2.6883
Jagged Edge,1985,104,4.0282
Just One of the Guys,1985,107,3.5192
King Solomon's Mines,1985,93,1.133
Kiss of the Spider Woman,1985,99,3.4931
Ladyhawke,1985,107,2.5182
Legend,1985,91,1.7898
Lifeforce,1985,101,1.3254
Lost in America,1985,85,3.0031
Love and Pigeons,1985,102,2.6866
Mad Max Beyond Thunderdome,1985,86,3.6713
Mask,1985,92,3.0379
Mischief,1985,90,1.9734
Missing in Action 2: The Beginning,1985,107,1.351
Morons From Outer Space,1985,106,2.605
Murphy's Romance,1985,104,3.4913
My Science Project,1985,83,2.8303
Once Bitten,1985,106,1.3707
Out of Africa,1985,103,3.2553
Pale Rider,1985,94,1.6925
Pee-wee's Big Adventure,1985,81,2.689
Perfect,1985,104,1.3163
Police Academy 2: Their First Assignment,1985,84,2.133
Porky's Revenge,1985,96,2.7602
Private Resort,1985,92,2.0173
Prizzi's Honor,1985,102,1.8657
Rambo: First Blood Part II,1985,95,1.2938
Ran,1985,101,1.3998
Real Genius,1985,80,3.5007
Re-Animator,1985,81,1.5516
Red Sonja,1985,93,2.5873
Remo Williams: The Adventure Begins,1985,78,2.0535
Return to Oz,1985,80,3.7823
Revolution,1985,81,3.29
Rocky IV,1985,95,3.5275
Runaway Train,1985,89,3.6245
Santa Claus: The Movie,1985,98,1.1409
Secret Admirer,1985,101,2.0134
Silverado,1985,83,2.5486
Smooth Talk,1985,98,1.6918
Spies Like Us,1985,94,1.7712
St. Elmo's Fire,1985,96,3.0479
Subway,1985,106,3.8893
Summer Rental,1985,78,2.361
Sweet Dreams,1985,96,1.4765
Tampopo,1985,91,3.105
Teen Wolf,1985,80,1.4777
The Falcon and the Snowman,1985,93,3.3228
To Live and Die in L.A.,1985,81,1.8894
Tokyo-Ga,1985,101,1.3071
Turtle Diary,1985,92,3.3541
Vampire Hunter D,1985,90,3.1338
Volunteers,1985,83,3.7397
Weird Science,1985,97,2.4964
White Nights,1985,104,3.518
Witness,1985,81,1.5374
Year of the Dragon,1985,79,3.8426
Young Sherlock Holmes,1985,78,1.4532
52 Pick-Up,1986,80,1.3668
¡Three Amigos!,1986,82,2.3625
About Last Night...,1986,102,3.9319
Adventures Of Sherlock Holmes And Dr. Watson: The Twentieth Century Approaches,1986,87,3.5821
Aliens,1986,107,2.5612
April Fool's Day,1986,87,2.277
Armed and Dangerous,1986,88,2.8722
At Close Range,1986,99,1.2701
Back to School,1986,100,1.9032
Band of the Hand,1986,105,2.9002
Big Trouble in Little China,1986,89,2.8225
Biggles,1986,78,1.8581
Blue Velvet,1986,91,1.5775
Brighton Beach Memoirs,1986,81,3.1593
Care Bears Movie II: A New Generation,1986,99,1.0688
Children of a Lesser God,1986,93,2.264
Class of Nuke 'Em High,1986,92,2.1194
Clockwise,1986,107,3.2373
Club Paradise,1986,102,1.9731
Cobra,1986,87,1.7703
Crimes of the Heart,1986,85,2.3588
Critters,1986,84,3.5471
Crocodile Dundee,1986,97,2.7016
Crossroads,1986,96,1.662
Deadly Friend,1986,79,1.5349
Down and Out in Beverly Hills,1986,87,2.1495
Down by Law,1986,101,3.8947
Extremities,1986,95,1.2564
F/X,1986,107,1.2987
Ferris Bueller's Day Off,1986,84,2.451
Firewalker,1986,104,2.6789
Flight of the Navigator,1986,96,3.5773
Friday the 13th Part VI: Jason Lives,1986,93,1.6357
From Beyond,1986,89,2.6652
Fugitives,1986,97,2.9828
Gothic,1986,84,1.8089
Gung Ho,1986,79,1.6827
Hannah and Her Sisters,1986,93,2.5892
Haunted Honeymoon,1986,95,2.2419
Heartbreak Ridge,1986,95,1.8404
Heartburn,1986,102,3.1384
Henry: Portrait of a Serial Killer,1986,90,1.6947
Highlander,1986,81,3.8723
House,1986,103,1.3948
Howard the Duck,1986,84,3.6798
Investigation Held by Kolobki,1986,94,2.3792
Iron Eagle,1986,101,1.9781
Jean de Florette,1986,105,3.704
Jumpin' Jack Flash,1986,103,3.9267
Kin-Dza-Dza!,1986,107,3.9145
King Kong Lives,1986,93,2.1017
Labyrinth,1986,86,2.7154
Lady Jane,1986,84,3.0867
Legal Eagles,1986,92,3.1176
Let's Get Harry,1986,93,1.9727
Little Shop of Horrors,1986,86,1.5318
Lucas,1986,80,2.6772
Luxo Jr.,1986,93,3.8898
Manhunter,1986,87,1.7209
Maximum Overdrive,1986,100,4.0523
Mona Lisa,1986,86,3.3986
Native Son,1986,95,1.325
'night Mother,1986,92,2.4251
Night of the Creeps,1986,101,1.2645
No Mercy,1986,80,2.9463
Nothing in Common,1986,99,3.9456
One Crazy Summer,1986,105,3.4482
Otello,1986,106,3.1307
Peggy Sue Got Married,1986,104,1.6515
Platoon,1986,104,3.8683
Police Academy 3: Back in Training,1986,98,3.7049
Poltergeist II: The Other Side,1986,85,1.9871
Pretty in Pink,1986,105,1.5523
Psycho III,1986,92,2.3096
Quicksilver,1986,82,3.9379
Raw Deal,1986,106,3.6557
Rawhead Rex,1986,93,3.8787
Reform School Girls,1986,90,1.0881
River's Edge,1986,91,1.5106
'Round Midnight,1986,94,1.5692
Running Scared,1986,92,2.2039
Ruthless People,1986,107,3.0161
Salvador,1986,88,4.0476
Shanghai Surprise,1986,103,1.8023
She's Gotta Have It,1986,98,1.1298
Short Circuit,1986,106,1.289
Sid and Nancy,1986,89,3.2713
Something Wild,1986,79,2.9564
Sorority House Massacre,1986,85,2.5607
Soul Man,1986,100,2.3282
SpaceCamp,1986,90,2.584
Stand by Me,1986,95,1.152
Star Trek IV: The Voyage Home,1986,92,3.4057
Sweet Liberty,1986,80,2.7609
The Malibu Bikini Shop,1986,86,1.5066
The Tale of the Bunny Picnic,1986,81,3.3166
Top Gun,1986,106,3.6608
Tough Guys,1986,88,1.5892
Transformers: The Movie,1986,83,4.0221
True Stories,1986,86,3.8771
Violets Are Blue...,1986,88,2.7137
Wildcats,1986,96,3.7094
Willy/Milly,1986,92,1.8561
Wisdom,1986,78,1.5321
Youngblood,1986,103,1.6931
*batteries not included,1987,104,1.6311
84 Charing Cross Road,1987,80,2.7111
A Man from Boulevard des Capucines,1987,82,1.9194
Adventures in Babysitting,1987,87,1.8941
Allan Quatermain and the Lost City of Gold,1987,100,2.8508
Amazing Grace and Chuck,1987,97,3.7807
Amazon Women on the Moon,1987,82,1.9896
Angel Heart,1987,88,3.0571
Assassination,1987,89,2.1159
Au revoir les enfants,1987,105,3.2941
Baby Boom,1987,97,2.9665
Back to the Beach,1987,82,1.1286
Bad Taste,1987,106,3.5589
Barfly,1987,84,2.1919
Benji the Hunted,1987,105,3.7708
Best Seller,1987,91,1.7283
Beverly Hills Cop II,1987,83,1.2812
Black Widow,1987,84,3.1104
Blind Date,1987,85,1.4428
Born in East L.A.,1987,95,2.0229
Broadcast News,1987,97,3.2009
Burglar,1987,96,2.4592
Campus Man,1987,81,4.0011
Can't Buy Me Love,1987,106,2.1145
Cherry 2000,1987,107,2.5806
Courier,1987,87,2.1712
Creepshow 2,1987,99,2.5036
Date with an Angel,1987,103,3.9466
Deadtime Stories,1987,93,2.7235
Death Wish 4: The Crackdown,1987,96,2.4185
Dirty Dancing,1987,95,4.0178
Dolls,1987,107,3.5833
Dragnet,1987,91,1.883
Eddie Murphy Raw,1987,90,1.7663
Empire of the Sun,1987,99,3.3681
Ernest Goes to Camp,1987,97,2.1543
Fatal Attraction,1987,92,1.2691
Fatal Beauty,1987,104,2.5173
Flowers in the Attic,1987,85,3.8554
From the Hip,1987,99,3.2252
Full Metal Jacket,1987,100,3.6186
G.I. Joe: The Movie,1987,103,2.6659
Gardens of Stone,1987,91,2.9836
Ghoulies II,1987,100,1.2604
Hamburger Hill,1987,82,2.6744
Hard Ticket to Hawaii,1987,79,2.6384
Harry and the Hendersons,1987,90,1.7732
Hello Again,1987,90,3.8898
Hellraiser,1987,81,3.1816
Hiding Out,1987,97,3.3369
Hollywood Shuffle,1987,107,1.1419
Hope and Glory,1987,98,1.8622
House II: The Second Story,1987,81,2.0686
House of Games,1987,83,1.8753
Innerspace,1987,96,1.4655
Intervista,1987,102,4.072
Ishtar,1987,98,3.9664
Jaws: The Revenge,1987,106,1.798
Leonard Part 6,1987,85,3.8695
Less Than Zero,1987,108,3.254
Lethal Weapon,1987,89,1.7452
Made in Heaven,1987,98,1.5647
Maid to Order,1987,107,1.2845
Making Mr. Right,1987,91,3.215
Mannequin,1987,83,2.2353
Masters of the Universe,1987,103,3.5461
Matewan,1987,90,4.0841
Maurice,1987,90,2.9243
Meatballs III,1987,106,3.5814
Moonstruck,1987,84,2.9407
Munchies,1987,98,2.7341
My Demon Lover,1987,84,2.0449
Nadine,1987,104,3.5772
Near Dark,1987,102,1.7427
Neo Tokyo,1987,89,1.7061
No Man's Land,1987,106,3.038
No Way Out,1987,101,2.5039
Opera,1987,94,3.0557
Outrageous Fortune,1987,85,3.414
Over the Top,1987,93,1.1355
Overboard,1987,95,1.9749
Police Academy 4: Citizens on Patrol,1987,91,2.922
Predator,1987,101,2.7981
Prince of Darkness,1987,89,2.7199
Project X,1987,96,3.3285
Radio Days,1987,94,3.605
Rage of Honor,1987,95,1.1017
Raising Arizona,1987,94,2.5276
Revenge of the Nerds II: Nerds in Paradise,1987,103,3.3942
RoboCop,1987,82,1.6683
Roxanne,1987,92,2.1639
September,1987,83,3.5662
Slumber Party Massacre II,1987,79,3.7987
Some Kind of Wonderful,1987,106,2.7251
Someone to Watch Over Me,1987,104,1.273
Spaceballs,1987,96,2.1408
Stakeout,1987,105,3.0459
Summer School,1987,103,2.968
Superman IV: The Quest for Peace,1987,83,2.6695
Surf Nazis Must Die,1987,108,2.8959
The Year My Voice Broke,1987,93,3.7021
Three Men and a Baby,1987,99,2.4564
Three O'Clock High,1987,79,1.5957
Throw Momma from the Train,1987,82,3.1054
Tin Men,1987,97,2.2831
Walker,1987,83,1.184
Wall Street,1987,106,3.0744
White Water Summer,1987,97,2.3155
Who's That Girl?,1987,100,3.8329
Withnail & I,1987,85,3.0237
1969,1988,80,1.4659
18 Again!,1988,102,1.6574
Above the Law,1988,84,3.9981
Action Jackson,1988,96,1.3335
Akira,1988,102,3.4169
Alien from L.A.,1988,102,3.4271
Alien Nation,1988,87,1.8451
Another Woman,1988,91,2.7325
April Morning,1988,94,3.9633
Ariel,1988,82,1.9644
Arthur 2: On the Rocks,1988,109,3.7246
Bat*21,1988,90,1.9155
Beaches,1988,103,3.6075
Beetlejuice,1988,94,3.8988
Betrayed,1988,94,2.387
Big,1988,107,1.9523
Big Business,1988,106,3.7859
Big Top Pee-Wee,1988,104,1.6316
Biloxi Blues,1988,81,1.1259
Blackadder's Christmas Carol,1988,89,2.8519
Bloodsport,1988,88,1.8543
Braddock: Missing in Action III,1988,80,4.0896
Bull Durham,1988,97,2.4767
Caddyshack II,1988,108,2.3197
Camille Claudel,1988,103,3.5914
Child's Play,1988,98,3.4235
Chocolat,1988,92,1.2267
Clara's Heart,1988,88,2.1639
Cocktail,1988,79,1.4947
Cocoon: The Return,1988,108,3.6857
Colors,1988,103,1.9811
Coming to America,1988,91,3.1648
Cop,1988,104,1.4576
Crocodile Dundee II,1988,85,2.4246
Crossing Delancey,1988,93,2.8097
D.O.A.,1988,104,3.8019
Daffy Duck's Quackbusters,1988,81,2.4967
Dangerous Liaisons,1988,102,2.2089
Dead Heat,1988,92,4.0286
Dead Ringers,1988,85,3.5128
Die Hard,1988,97,2.2637
Dirty Rotten Scoundrels,1988,97,2.3526
Dominick and Eugene,1988,105,1.6164
Drowning by Numbers,1988,104,2.3688
Earth Girls Are Easy,1988,98,2.0207
Eight Men Out,1988,96,1.1272
Ernest Saves Christmas,1988,89,2.626
Feds,1988,93,3.9563
For Keeps,1988,89,2.1939
Frantic,1988,79,1.9959
Friday the 13th Part VII: The New Blood,1988,101,3.1364
Fright Night Part II,1988,94,2.3456
Full Moon in Blue Water,1988,100,1.4148
Funny Farm,1988,80,3.6559
Gorillas in the Mist,1988,105,3.3644
Hairspray,1988,105,2.1353
Halloween 4: The Return of Michael Myers,1988,84,1.1994
Hell Comes to Frogtown,1988,101,3.3248
Hellbound: Hellraiser II,1988,108,2.8546
High Spirits,1988,105,1.8918
Hollywood Chainsaw Hookers,1988,82,1.373
I'm Gonna Git You Sucka,1988,92,1.2963
Iron Eagle II,1988,90,2.6535
Johnny Be Good,1988,104,3.8384
Killer Klowns from Outer Space,1988,93,3.4187
License to Drive,1988,106,3.3049
Little Nikita,1988,101,2.3175
Madame Sousatzka,1988,82,1.392
Maniac Cop,1988,90,1.2814
Married to the Mob,1988,95,2.5188
Masquerade,1988,105,1.4281
Memories of Me,1988,91,2.7379
Midnight Run,1988,99,2.0793
Milagro Beanfield War,1988,95,3.0578
Mississippi Burning,1988,85,1.6349
Monkey Shines,1988,102,3.1435
Moon Over Parador,1988,97,2.6823
Moonwalker,1988,82,4.1097
My Stepmother Is an Alien,1988,93,1.1769
Mystic Pizza,1988,89,1.4178
Oliver & Company,1988,101,1.2324
Paperhouse,1988,103,1.3364
Patti Rocks,1988,93,2.3804
Phantasm II,1988,90,2.8451
Plain Clothes,1988,98,1.9016
Police Academy 5: Assignment: Miami Beach,1988,85,1.3489
Poltergeist III,1988,97,3.2985
Powaqqatsi,1988,104,2.0751
Pumpkinhead,1988,84,2.6932
Punchline,1988,90,4.0739
Rain Man,1988,81,1.9591
Rambo III,1988,101,2.9774
Red Heat,1988,95,1.2426
Rent-A-Cop,1988,101,3.4793
Return to Treasure Island,1988,103,3.4509
Running on Empty,1988,89,2.659
Salaam Bombay!,1988,109,1.8678
School Daze,1988,88,2.7729
Scrooged,1988,90,2.743
She's Having a Baby,1988,97,3.1507
Short Circuit 2,1988,85,2.0144
Sorority Babes in the Slimeball Bowl-O-Rama,1988,95,2.4096
Stand and Deliver,1988,80,3.7221
Stealing Home,1988,92,2.9477
Talk Radio,1988,96,2.246
Tapeheads,1988,96,2.5895
Tequila Sunrise,1988,81,1.1422
The Hound of the Baskervilles,1988,99,1.2374
The Lair of the White Worm,1988,82,3.2274
The Night Before,1988,104,2.3411
They Live,1988,105,1.8408
Tucker: The Man and His Dream,1988,104,1.5901
Twins,1988,92,1.8751
Two Moon Junction,1988,82,1.5817
U2: Rattle and Hum,1988,106,2.3399
Vibes,1988,103,2.7384
Who Framed Roger Rabbit?,1988,101,3.5402
Willow,1988,102,3.6872
Without a Clue,1988,97,4.0198
Working Girl,1988,101,3.5761
Young Einstein,1988,98,3.1903
Young Guns,1988,106,3.2213
All Dogs Go to Heaven,1989,86,3.3569
Always,1989,106,3.6971
Back to the Future Part II,1989,83,3.8091
Balance,1989,97,4.0333
Batman,1989,97,2.8823
Baxter,1989,95,3.2629
Best of the Best,1989,95,1.9869
Bill & Ted's Excellent Adventure,1989,85,2.5111
Black Rain,1989,86,2.5028
Blaze,1989,85,2.3078
Blind Fury,1989,87,1.2481
Born on the Fourth of July,1989,81,2.6118
Casualties of War,1989,82,2.3363
Chances Are,1989,94,2.941
